Source,Target,Weight
潮热,难产,1.0
潮热,自汗,27.0
潮热,半身不遂,1.0
潮热,啮齿,1.0
潮热,寒热往来,12.0
潮热,胎动不安,4.0
小儿浮肿,浮肿,1.0
小儿发黄,发黄,3.0
胞衣不下,胎漏,1.0
胞衣不下,臁疮,1.0
胞衣不下,角弓反张,1.0
胞衣不下,经行腹痛,1.0
胞衣不下,便血,1.0
胞衣不下,盗汗,2.0
胞衣不下,鼻衄,1.0
胞衣不下,产后血崩,2.0
胞衣不下,神昏,4.0
胞衣不下,漏下,2.0
胞衣不下,目昏,1.0
胞衣不下,噎膈,1.0
胞衣不下,发狂,2.0
胞衣不下,浮肿,5.0
胞衣不下,瘰疬,1.0
胞衣不下,赤白带,1.0
胞衣不下,心烦,3.0
胞衣不下,舌干,1.0
胞衣不下,恶露不下,1.0
胞衣不下,崩中,3.0
胞衣不下,吐血,1.0
胞衣不下,呕吐,3.0
胞衣不下,烦躁,5.0
胞衣不下,背痛,1.0
胞衣不下,牙痛,1.0
胞衣不下,不孕,1.0
胞衣不下,口噤,6.0
胞衣不下,头重,1.0
胞衣不下,头痛,1.0
胞衣不下,潮热,1.0
胞衣不下,白带,2.0
胞衣不下,头昏,1.0
胞衣不下,多唾,1.0
胞衣不下,腹痛,5.0
胞衣不下,咳嗽,5.0
胞衣不下,难产,10.0
胞衣不下,自汗,1.0
胞衣不下,半身不遂,1.0
胞衣不下,尿血,1.0
胞衣不下,寒热往来,1.0
脏躁,健忘,1.0
脏躁,盗汗,2.0
脏躁,胁痛,1.0
脏躁,呵欠,1.0
脏躁,心悸,3.0
脏躁,痫,1.0
脏躁,恶寒,1.0
脏躁,烦躁,1.0
脏躁,恶寒发热,1.0
脏躁,自汗,2.0
善恐,心烦,1.0
善恐,吐血,1.0
善恐,独语,1.0
善恐,多梦,1.0
善恐,咽喉痛,1.0
白带,耳痛,1.0
白带,气喘,5.0
白带,胎漏,3.0
白带,健忘,5.0
白带,臁疮,2.0
白带,骨痛,3.0
白带,角弓反张,1.0
白带,痄腮,1.0
白带,干呕,1.0
白带,呃逆,1.0
白带,小便不利,1.0
白带,面色青,3.0
白带,天疱疮,1.0
白带,便血,4.0
白带,畏寒,3.0
白带,盗汗,13.0
白带,血精,1.0
白带,鼻衄,4.0
白带,产后血崩,1.0
白带,身痛,1.0
白带,嗳气,1.0
白带,鼻塞,1.0
白带,身重,3.0
白带,腹满,1.0
白带,耳内流脓,1.0
白带,大便下血,2.0
白带,肥胖,1.0
白带,舌苔白,2.0
白带,漏下,13.0
白带,目昏,4.0
白带,噎膈,1.0
白带,产后腹痛,1.0
白带,瘫痪,3.0
白带,发黄,1.0
白带,浮肿,12.0
白带,胁痛,2.0
白带,妇人腹痛,1.0
白带,心下痞,1.0
白带,心悸,7.0
白带,咽干,4.0
白带,瘰疬,2.0
白带,尿痛,1.0
白带,足热,1.0
白带,赤白带,365.0
白带,心烦,16.0
白带,消瘦,5.0
白带,肠鸣,1.0
白带,脱肛,2.0
白带,五心烦热,12.0
白带,痫,3.0
白带,舌干,4.0
白带,月经过多,3.0
白带,恶心,14.0
白带,头胀,2.0
白带,阴痒,2.0
白带,恶寒,2.0
白带,少气,1.0
白带,崩中,11.0
白带,嘈杂,1.0
白带,头热,1.0
白带,小便不通,4.0
白带,阴痛,1.0
白带,吐血,14.0
白带,少腹痛,1.0
白带,腰重,2.0
白带,呕吐,16.0
白带,口淡,2.0
白带,口臭,1.0
白带,耳聋,6.0
白带,无名肿毒,5.0
白带,腰痛,18.0
白带,闭经,3.0
白带,疳积,1.0
白带,胎萎不长,1.0
白带,过期不产,1.0
白带,反胃,5.0
白带,背痛,1.0
白带,杨梅疮,1.0
白带,牙痛,5.0
白带,腹泻,1.0
白带,口渴,1.0
白带,积滞,3.0
白带,小儿遗尿,1.0
白带,多梦,1.0
白带,大便脓血,1.0
白带,疲乏,2.0
白带,遗尿,3.0
白带,四肢拘急,1.0
白带,不孕,14.0
白带,足跟痛,1.0
白带,口噤,2.0
白带,舌卷,1.0
白带,湿疮,1.0
白带,崩漏,28.0
白带,头痛,7.0
白带,潮热,10.0
白带,胞衣不下,2.0
白带,头昏,7.0
白带,腹冷,14.0
白带,腰膝无力,4.0
白带,恶寒发热,1.0
白带,口苦,5.0
白带,不寐,1.0
白带,腹痛,55.0
白带,小便频数,6.0
白带,咳嗽,31.0
白带,慢惊,5.0
白带,头晕,15.0
白带,难产,7.0
白带,自汗,2.0
白带,半身不遂,11.0
白带,胸闷,6.0
白带,寒热往来,4.0
白带,舌苔白腻,2.0
白带,胎动不安,3.0
大便溏,气喘,1.0
大便溏,健忘,1.0
大便溏,小便不利,6.0
大便溏,畏寒,4.0
大便溏,盗汗,2.0
大便溏,神昏,1.0
大便溏,嗳气,4.0
大便溏,身重,7.0
大便溏,腹满,4.0
大便溏,妊娠呕吐,1.0
大便溏,舌苔白,2.0
大便溏,目昏,1.0
大便溏,吞酸,1.0
大便溏,浮肿,11.0
大便溏,胁痛,2.0
大便溏,心悸,2.0
大便溏,消瘦,3.0
大便溏,肠鸣,2.0
大便溏,关节疼痛,1.0
大便溏,舌干,1.0
大便溏,恶心,4.0
大便溏,恶寒,5.0
大便溏,少气,1.0
大便溏,嘈杂,1.0
大便溏,小便不通,2.0
大便溏,腰冷,1.0
大便溏,腰重,1.0
大便溏,呕吐,6.0
大便溏,口淡,3.0
大便溏,疳积,2.0
大便溏,小儿腹泻,1.0
大便溏,腹泻,2.0
大便溏,积滞,2.0
大便溏,多梦,1.0
大便溏,疲乏,2.0
大便溏,遗尿,1.0
大便溏,足跟痛,2.0
大便溏,头重,2.0
大便溏,恶风,3.0
大便溏,头痛,1.0
大便溏,食欲不振,3.0
大便溏,潮热,2.0
大便溏,腹冷,4.0
大便溏,口苦,1.0
大便溏,腹痛,3.0
大便溏,咳嗽,1.0
大便溏,小便黄赤,1.0
大便溏,头晕,4.0
大便溏,手颤,1.0
大便溏,自汗,3.0
大便溏,胸闷,3.0
头昏,气喘,4.0
头昏,胎漏,2.0
头昏,健忘,11.0
头昏,干呕,4.0
头昏,面色青,2.0
头昏,畏寒,1.0
头昏,盗汗,10.0
头昏,鼻衄,1.0
头昏,须发早白,2.0
头昏,产后血崩,1.0
头昏,神昏,5.0
头昏,身痛,1.0
头昏,头目胀痛,1.0
头昏,鼻塞,24.0
头昏,身重,1.0
头昏,大便秘结,5.0
头昏,肥胖,2.0
头昏,舌苔白,1.0
头昏,漏下,1.0
头昏,吞酸,1.0
头昏,发黄,1.0
头昏,浮肿,7.0
头昏,胁痛,1.0
头昏,转筋,1.0
头昏,心悸,11.0
头昏,咽干,9.0
头昏,经间期出血,1.0
头昏,心烦,15.0
头昏,消瘦,1.0
头昏,口甜,1.0
头昏,五心烦热,5.0
头昏,关节疼痛,1.0
头昏,壮热,4.0
头昏,短气,2.0
头昏,痫,2.0
头昏,项强,7.0
头昏,舌干,3.0
头昏,月经过多,1.0
头昏,口酸,1.0
头昏,恶心,13.0
头昏,头胀,1.0
头昏,阴痒,1.0
头昏,恶寒,3.0
头昏,少气,1.0
头昏,吐血,1.0
头昏,四肢麻木,3.0
头昏,腰重,1.0
头昏,呕吐,11.0
头昏,烦躁,7.0
头昏,耳聋,4.0
头昏,四肢疼痛,1.0
头昏,无名肿毒,1.0
头昏,腰痛,3.0
头昏,背痛,2.0
头昏,上吐下泻,2.0
头昏,口渴,3.0
头昏,多梦,3.0
头昏,疲乏,4.0
头昏,不孕,1.0
头昏,口噤,2.0
头昏,皮肤瘙痒,4.0
头昏,崩漏,2.0
头昏,恶风,3.0
头昏,头痛,17.0
头昏,潮热,4.0
头昏,胞衣不下,1.0
头昏,白带,7.0
头昏,腰膝无力,3.0
头昏,面色白,1.0
头昏,口苦,8.0
头昏,腹痛,8.0
头昏,小便频数,2.0
头昏,咳嗽,18.0
头昏,小便黄赤,1.0
头昏,咽肿,1.0
头昏,头晕,3.0
头昏,手足厥冷,2.0
头昏,难产,2.0
头昏,自汗,3.0
头昏,妊娠心烦,1.0
头昏,胸闷,4.0
头昏,寒热往来,2.0
头昏,舌苔白腻,1.0
头昏,胸痛,1.0
头昏,胎动不安,1.0
腹冷,气喘,1.0
腹冷,胎漏,1.0
腹冷,健忘,2.0
腹冷,干呕,1.0
腹冷,呃逆,2.0
腹冷,畏寒,2.0
腹冷,盗汗,3.0
腹冷,嗳气,1.0
腹冷,身重,1.0
腹冷,腹满,3.0
腹冷,舌苔白,1.0
腹冷,漏下,2.0
腹冷,目昏,1.0
腹冷,产后腹痛,1.0
腹冷,吞酸,3.0
腹冷,发狂,1.0
腹冷,浮肿,2.0
腹冷,胁痛,1.0
腹冷,转筋,10.0
腹冷,赤白带,11.0
腹冷,心烦,1.0
腹冷,消瘦,5.0
腹冷,肠鸣,11.0
腹冷,脱肛,1.0
腹冷,五心烦热,1.0
腹冷,壮热,1.0
腹冷,项强,1.0
腹冷,舌干,2.0
腹冷,恶心,3.0
腹冷,恶寒,3.0
腹冷,少气,2.0
腹冷,崩中,3.0
腹冷,呕吐,9.0
腹冷,口淡,2.0
腹冷,烦躁,4.0
腹冷,耳聋,3.0
腹冷,四肢疼痛,3.0
腹冷,腰痛,4.0
腹冷,反胃,1.0
腹冷,背痛,1.0
腹冷,里急后重,1.0
腹冷,腹泻,2.0
腹冷,小便清长,2.0
腹冷,积滞,1.0
腹冷,多梦,4.0
腹冷,不孕,1.0
腹冷,口噤,2.0
腹冷,四肢强直,2.0
腹冷,崩漏,5.0
腹冷,头重,1.0
腹冷,头痛,2.0
腹冷,潮热,2.0
腹冷,白带,14.0
腹冷,大便溏,4.0
腹冷,恶寒发热,1.0
腹冷,口苦,4.0
腹冷,腹痛,12.0
腹冷,小便频数,4.0
腹冷,咳嗽,3.0
腹冷,头晕,3.0
腹冷,手足厥冷,2.0
腹冷,难产,1.0
腹冷,自汗,3.0
腹冷,寒热往来,1.0
腹冷,胎动不安,1.0
小儿痞块,呃逆,2.0
小儿痞块,呕吐,2.0
低热,盗汗,3.0
低热,舌苔黄,1.0
低热,浮肿,1.0
低热,胁痛,1.0
低热,咽干,1.0
低热,心烦,2.0
低热,五心烦热,1.0
低热,腰痛,1.0
低热,腹痛,2.0
低热,咳嗽,1.0
腰膝无力,盗汗,3.0
腰膝无力,目昏,9.0
腰膝无力,赤白带,3.0
腰膝无力,心烦,2.0
腰膝无力,四肢麻木,5.0
腰膝无力,腰痛,2.0
腰膝无力,背痛,2.0
腰膝无力,膝肿痛,2.0
腰膝无力,四肢拘急,1.0
腰膝无力,食欲不振,1.0
腰膝无力,白带,4.0
腰膝无力,头昏,3.0
腰膝无力,小便频数,2.0
腰膝无力,头晕,2.0
腰膝无力,手足厥冷,2.0
腰膝无力,自汗,2.0
腰膝无力,胎动不安,1.0
恶寒发热,骨痛,1.0
恶寒发热,痄腮,1.0
恶寒发热,便血,1.0
恶寒发热,身痛,5.0
恶寒发热,嗳气,2.0
恶寒发热,鼻塞,3.0
恶寒发热,身重,3.0
恶寒发热,腹满,1.0
恶寒发热,乳房红肿,1.0
恶寒发热,丹毒,1.0
恶寒发热,大便秘结,1.0
恶寒发热,舌苔白,3.0
恶寒发热,目昏,2.0
恶寒发热,吞酸,2.0
恶寒发热,瘫痪,2.0
恶寒发热,发黄,2.0
恶寒发热,浮肿,2.0
恶寒发热,胁痛,1.0
恶寒发热,呵欠,3.0
恶寒发热,心悸,1.0
恶寒发热,咽干,4.0
恶寒发热,赤白带,1.0
恶寒发热,心烦,1.0
恶寒发热,肠鸣,1.0
恶寒发热,产后发痉,1.0
恶寒发热,脱肛,2.0
恶寒发热,五心烦热,1.0
恶寒发热,壮热,1.0
恶寒发热,乳汁不行,1.0
恶寒发热,痫,1.0
恶寒发热,项强,7.0
恶寒发热,舌干,1.0
恶寒发热,恶露不下,1.0
恶寒发热,恶心,2.0
恶寒发热,恶寒,111.0
恶寒发热,小便不通,1.0
恶寒发热,麻疹,1.0
恶寒发热,呕吐,3.0
恶寒发热,口淡,2.0
恶寒发热,烦躁,3.0
恶寒发热,心下悸,1.0
恶寒发热,背冷,1.0
恶寒发热,无汗,6.0
恶寒发热,腰痛,1.0
恶寒发热,反胃,1.0
恶寒发热,里急后重,1.0
恶寒发热,上吐下泻,1.0
恶寒发热,口渴,1.0
恶寒发热,喉中痰鸣,2.0
恶寒发热,口噤,1.0
恶寒发热,四肢强直,1.0
恶寒发热,崩漏,1.0
恶寒发热,头重,1.0
恶寒发热,头痛,30.0
恶寒发热,潮热,2.0
恶寒发热,脏躁,1.0
恶寒发热,白带,1.0
恶寒发热,腹冷,1.0
恶寒发热,腹痛,7.0
恶寒发热,咳嗽,19.0
恶寒发热,慢惊,1.0
恶寒发热,咽喉痛,1.0
恶寒发热,头晕,3.0
恶寒发热,难产,1.0
恶寒发热,半身不遂,2.0
恶寒发热,胸闷,3.0
面色白,气喘,1.0
面色白,干呕,4.0
面色白,呃逆,1.0
面色白,盗汗,1.0
面色白,腹满,1.0
面色白,舌苔白,1.0
面色白,浮肿,2.0
面色白,心烦,4.0
面色白,短气,2.0
面色白,痫,1.0
面色白,吐血,1.0
面色白,背痛,2.0
面色白,疲乏,2.0
面色白,头昏,1.0
面色白,咳嗽,3.0
面色白,自汗,1.0
口苦,气喘,1.0
口苦,健忘,4.0
口苦,干呕,3.0
口苦,小便不利,1.0
口苦,善太息,1.0
口苦,面色青,1.0
口苦,便血,2.0
口苦,盗汗,12.0
口苦,鼻衄,2.0
口苦,神昏,6.0
口苦,身痛,1.0
口苦,舌苔黄,2.0
口苦,嗳气,3.0
口苦,鼻塞,6.0
口苦,身重,2.0
口苦,腹满,5.0
口苦,大便秘结,5.0
口苦,舌苔白,3.0
口苦,目昏,12.0
口苦,吞酸,24.0
口苦,发黄,1.0
口苦,浮肿,1.0
口苦,胁痛,24.0
口苦,足颤,2.0
口苦,呵欠,2.0
口苦,心下痞,2.0
口苦,转筋,1.0
口苦,心悸,1.0
口苦,咽干,55.0
口苦,足热,2.0
口苦,赤白带,5.0
口苦,心烦,43.0
口苦,消瘦,5.0
口苦,口甜,3.0
口苦,肠鸣,8.0
口苦,五心烦热,9.0
口苦,壮热,20.0
口苦,但热不寒,4.0
口苦,短气,5.0
口苦,咳血,1.0
口苦,痫,1.0
口苦,云雾移睛,1.0
口苦,项强,2.0
口苦,舌干,84.0
口苦,口酸,1.0
口苦,恶心,26.0
口苦,头胀,1.0
口苦,阴痒,1.0
口苦,恶寒,8.0
口苦,少气,8.0
口苦,崩中,1.0
口苦,嘈杂,1.0
口苦,小便不通,2.0
口苦,阴痛,3.0
口苦,吐血,2.0
口苦,谵语,2.0
口苦,麻疹,1.0
口苦,呕吐,18.0
口苦,烦躁,28.0
口苦,口臭,4.0
口苦,舌苔黄腻,2.0
口苦,耳聋,26.0
口苦,无汗,1.0
口苦,腰痛,1.0
口苦,疳积,1.0
口苦,反胃,8.0
口苦,背痛,1.0
口苦,里急后重,1.0
口苦,面痛,1.0
口苦,牙痛,1.0
口苦,口渴,1.0
口苦,积滞,1.0
口苦,多梦,4.0
口苦,大便脓血,1.0
口苦,皮肤瘙痒,3.0
口苦,崩漏,3.0
口苦,恶风,2.0
口苦,头痛,39.0
口苦,食欲不振,1.0
口苦,潮热,15.0
口苦,白带,5.0
口苦,大便溏,1.0
口苦,头昏,8.0
口苦,腹冷,4.0
口苦,不寐,2.0
口苦,弄舌,1.0
口苦,腹痛,20.0
口苦,小便频数,2.0
口苦,咳嗽,30.0
口苦,咽喉痛,1.0
口苦,小便黄赤,8.0
口苦,咽肿,1.0
口苦,头晕,13.0
口苦,自汗,8.0
口苦,半身不遂,2.0
口苦,尿血,1.0
口苦,胸闷,2.0
口苦,寒热往来,16.0
口苦,舌苔白腻,2.0
口苦,胸痛,5.0
不寐,健忘,6.0
不寐,舌裂,1.0
不寐,呃逆,1.0
不寐,畏寒,1.0
不寐,盗汗,4.0
不寐,神昏,4.0
不寐,肥胖,1.0
不寐,吞酸,1.0
不寐,发狂,1.0
不寐,浮肿,2.0
不寐,心悸,6.0
不寐,咽干,2.0
不寐,心烦,5.0
不寐,肠鸣,1.0
不寐,短气,2.0
不寐,痫,1.0
不寐,舌干,1.0
不寐,恶心,1.0
不寐,恶寒,1.0
不寐,少气,1.0
不寐,吐血,1.0
不寐,谵语,2.0
不寐,呕吐,2.0
不寐,烦躁,5.0
不寐,牙痛,1.0
不寐,口渴,1.0
不寐,多梦,1.0
不寐,头痛,1.0
不寐,潮热,2.0
不寐,白带,1.0
不寐,口苦,2.0
不寐,腹痛,2.0
不寐,小便频数,1.0
不寐,咳嗽,1.0
不寐,善悲,1.0
不寐,头晕,2.0
不寐,自汗,4.0
多唾,盗汗,1.0
多唾,鼻衄,1.0
多唾,嗳气,1.0
多唾,目昏,1.0
多唾,浮肿,1.0
多唾,胁痛,2.0
多唾,咽干,3.0
多唾,肠鸣,2.0
多唾,短气,1.0
多唾,痫,1.0
多唾,恶心,2.0
多唾,崩中,1.0
多唾,嘈杂,2.0
多唾,呕吐,1.0
多唾,积滞,1.0
多唾,口噤,1.0
多唾,头痛,2.0
多唾,胞衣不下,1.0
多唾,腹痛,1.0
多唾,小便频数,1.0
多唾,咳嗽,9.0
尿后余沥,面色青,1.0
尿后余沥,畏寒,1.0
尿后余沥,大便秘结,1.0
尿后余沥,夜间多尿,1.0
尿后余沥,小便清长,1.0
痱子,麻疹,2.0
痱子,皮肤瘙痒,1.0
脐湿,脐疮,1.0
弄舌,气喘,1.0
弄舌,面色青,1.0
弄舌,神昏,2.0
弄舌,急惊,2.0
弄舌,瘰疬,1.0
弄舌,心烦,1.0
弄舌,口甜,1.0
弄舌,壮热,5.0
弄舌,痫,8.0
弄舌,项强,1.0
弄舌,谵语,1.0
弄舌,呕吐,1.0
弄舌,烦躁,1.0
弄舌,口臭,1.0
弄舌,口噤,1.0
弄舌,潮热,1.0
弄舌,口苦,1.0
弄舌,腹痛,2.0
弄舌,咳嗽,1.0
弄舌,慢惊,3.0
弄舌,啮齿,1.0
口唇焦裂,舌肿,1.0
口唇焦裂,腹满,1.0
口唇焦裂,痫,1.0
口唇焦裂,牙痛,1.0
口唇焦裂,头痛,1.0
口唇焦裂,咳嗽,1.0
腹痛,气喘,8.0
腹痛,胎漏,9.0
腹痛,健忘,3.0
腹痛,臁疮,1.0
腹痛,骨痛,4.0
腹痛,角弓反张,5.0
腹痛,干呕,14.0
腹痛,呃逆,4.0
腹痛,经行腹痛,15.0
腹痛,小便不利,23.0
腹痛,面色青,19.0
腹痛,经期延长,1.0
腹痛,天疱疮,1.0
腹痛,便血,10.0
腹痛,畏寒,6.0
腹痛,盗汗,23.0
腹痛,血精,1.0
腹痛,鼻衄,3.0
腹痛,产后血崩,1.0
腹痛,神昏,14.0
腹痛,身痛,2.0
腹痛,舌苔黄,4.0
腹痛,嗳气,12.0
腹痛,寒战,2.0
腹痛,鼻塞,7.0
腹痛,身重,7.0
腹痛,腹满,24.0
腹痛,妊娠呕吐,1.0
腹痛,耳内流脓,1.0
腹痛,丹毒,2.0
腹痛,大便下血,2.0
腹痛,胬肉攀睛,2.0
腹痛,大便秘结,14.0
腹痛,舌苔白,6.0
腹痛,漏下,8.0
腹痛,胎毒,1.0
腹痛,失语,1.0
腹痛,目昏,12.0
腹痛,噎膈,8.0
腹痛,肛门瘙痒,1.0
腹痛,产后腹痛,38.0
腹痛,吞酸,23.0
腹痛,瘫痪,1.0
腹痛,发黄,5.0
腹痛,发狂,9.0
腹痛,浮肿,28.0
腹痛,胁痛,15.0
腹痛,战汗,1.0
腹痛,妇人腹痛,2.0
腹痛,足颤,1.0
腹痛,心下痞,5.0
腹痛,急惊,4.0
腹痛,转筋,25.0
腹痛,咽干,12.0
腹痛,喉痒,1.0
腹痛,胃痛,9.0
腹痛,乳房胀痛,1.0
腹痛,瘰疬,4.0
腹痛,小儿腹痛,18.0
腹痛,足热,3.0
腹痛,赤白带,39.0
腹痛,心烦,39.0
腹痛,消瘦,16.0
腹痛,肠鸣,101.0
腹痛,产后发痉,1.0
腹痛,脱肛,11.0
腹痛,五心烦热,4.0
腹痛,壮热,28.0
腹痛,但热不寒,1.0
腹痛,短气,16.0
腹痛,痫,19.0
腹痛,口腻,1.0
腹痛,项强,9.0
腹痛,舌干,10.0
腹痛,月经过多,4.0
腹痛,口酸,1.0
腹痛,恶露不下,5.0
腹痛,恶心,73.0
腹痛,头胀,2.0
腹痛,阴痒,1.0
腹痛,恶寒,37.0
腹痛,少气,13.0
腹痛,崩中,16.0
腹痛,小儿口疮,1.0
腹痛,嘈杂,4.0
腹痛,头热,2.0
腹痛,小便不通,12.0
腹痛,吐血,15.0
腹痛,少腹痛,34.0
腹痛,四肢麻木,3.0
腹痛,腰冷,1.0
腹痛,谵语,7.0
腹痛,腰重,6.0
腹痛,麻疹,7.0
腹痛,呕吐,172.0
腹痛,口淡,1.0
腹痛,烦躁,30.0
腹痛,口臭,4.0
腹痛,心下悸,1.0
腹痛,舌苔黄腻,3.0
腹痛,耳聋,6.0
腹痛,四肢疼痛,2.0
腹痛,无名肿毒,6.0
腹痛,无汗,9.0
腹痛,腰痛,28.0
腹痛,小儿呕吐,1.0
腹痛,鼻干,1.0
腹痛,独语,1.0
腹痛,闭经,2.0
腹痛,疳积,12.0
腹痛,反胃,12.0
腹痛,背痛,6.0
腹痛,杨梅疮,1.0
腹痛,里急后重,66.0
腹痛,上吐下泻,15.0
腹痛,牙痛,5.0
腹痛,腹泻,26.0
腹痛,小便清长,1.0
腹痛,口渴,24.0
腹痛,舌强,1.0
腹痛,积滞,25.0
腹痛,大便脓血,1.0
腹痛,疲乏,2.0
腹痛,口流涎,1.0
腹痛,遗尿,2.0
腹痛,四肢拘急,4.0
腹痛,不孕,14.0
腹痛,口噤,19.0
腹痛,皮肤瘙痒,1.0
腹痛,舌卷,1.0
腹痛,善怒,1.0
腹痛,崩漏,22.0
腹痛,头重,1.0
腹痛,恶风,8.0
腹痛,面色红,1.0
腹痛,头痛,63.0
腹痛,食欲不振,5.0
腹痛,潮热,18.0
腹痛,胞衣不下,5.0
腹痛,白带,55.0
腹痛,大便溏,3.0
腹痛,头昏,8.0
腹痛,腹冷,12.0
腹痛,低热,2.0
腹痛,恶寒发热,7.0
腹痛,口苦,20.0
腹痛,不寐,2.0
腹痛,多唾,1.0
腹痛,弄舌,2.0
腹痛,小便频数,5.0
腹痛,咳嗽,61.0
腹痛,慢惊,18.0
腹痛,咽喉痛,2.0
腹痛,小便黄赤,2.0
腹痛,头晕,32.0
腹痛,手足厥冷,20.0
腹痛,难产,13.0
腹痛,自汗,24.0
腹痛,半身不遂,3.0
腹痛,善惊,1.0
腹痛,尿血,4.0
腹痛,胸闷,18.0
腹痛,寒热往来,18.0
腹痛,舌苔白腻,1.0
腹痛,胸痛,2.0
腹痛,胎动不安,30.0
腹痛,晕厥,1.0
腹痛,产后腰痛,1.0
阴挺,阴疮,1.0
阴挺,崩漏,1.0
阴挺,胎动不安,1.0
咳痰,气喘,5.0
咳痰,畏寒,2.0
咳痰,盗汗,3.0
咳痰,身痛,1.0
咳痰,鼻塞,1.0
咳痰,身重,1.0
咳痰,舌苔白,2.0
咳痰,发狂,2.0
咳痰,浮肿,1.0
咳痰,喉痒,1.0
咳痰,瘰疬,1.0
咳痰,短气,1.0
咳痰,恶心,1.0
咳痰,呕吐,1.0
咳痰,烦躁,1.0
咳痰,背冷,2.0
咳痰,无名肿毒,1.0
咳痰,鼻干,1.0
咳痰,口渴,1.0
咳痰,疲乏,2.0
咳痰,恶风,1.0
咳痰,头痛,2.0
咳痰,潮热,1.0
咳痰,咳嗽,10.0
咳痰,胸闷,3.0
咳痰,舌苔白腻,2.0
肛裂,便血,1.0
肛裂,大便秘结,1.0
小便频数,健忘,5.0
小便频数,小便不利,1.0
小便频数,面色青,1.0
小便频数,畏寒,2.0
小便频数,盗汗,7.0
小便频数,漏下,1.0
小便频数,目昏,1.0
小便频数,吞酸,1.0
小便频数,浮肿,4.0
小便频数,转筋,1.0
小便频数,心悸,1.0
小便频数,瘰疬,2.0
小便频数,赤白带,4.0
小便频数,心烦,1.0
小便频数,消瘦,2.0
小便频数,肠鸣,2.0
小便频数,舌干,4.0
小便频数,恶心,2.0
小便频数,夜间多尿,1.0
小便频数,恶寒,5.0
小便频数,崩中,3.0
小便频数,腰冷,1.0
小便频数,腰重,3.0
小便频数,呕吐,4.0
小便频数,耳聋,1.0
小便频数,腰痛,3.0
小便频数,背痛,1.0
小便频数,口渴,1.0
小便频数,舌强,2.0
小便频数,疲乏,1.0
小便频数,遗尿,8.0
小便频数,不孕,3.0
小便频数,口噤,2.0
小便频数,崩漏,3.0
小便频数,头重,1.0
小便频数,潮热,2.0
小便频数,白带,6.0
小便频数,头昏,2.0
小便频数,腹冷,4.0
小便频数,腰膝无力,2.0
小便频数,口苦,2.0
小便频数,不寐,1.0
小便频数,多唾,1.0
小便频数,腹痛,5.0
小便频数,咳嗽,3.0
小便频数,头晕,5.0
小便频数,手足厥冷,2.0
小便频数,难产,2.0
小便频数,自汗,9.0
小便频数,半身不遂,2.0
小便频数,尿血,2.0
小便频数,胎动不安,3.0
牙齿浮动,口臭,1.0
咳嗽,耳痛,1.0
咳嗽,气喘,175.0
咳嗽,胎漏,3.0
咳嗽,健忘,5.0
咳嗽,臁疮,5.0
咳嗽,骨痛,3.0
咳嗽,角弓反张,4.0
咳嗽,舌肿,4.0
咳嗽,小儿水痘,1.0
咳嗽,痄腮,1.0
咳嗽,舌裂,1.0
咳嗽,干呕,12.0
咳嗽,呃逆,6.0
咳嗽,经行腹痛,1.0
咳嗽,小便不利,26.0
咳嗽,牙龈出血,1.0
咳嗽,臂痛,2.0
咳嗽,面色青,3.0
咳嗽,便血,9.0
咳嗽,畏寒,9.0
咳嗽,盗汗,87.0
咳嗽,鼻衄,13.0
咳嗽,神昏,19.0
咳嗽,身痛,15.0
咳嗽,舌苔黄,6.0
咳嗽,嗳气,4.0
咳嗽,寒战,3.0
咳嗽,鼻塞,138.0
咳嗽,唇肿,1.0
咳嗽,身重,9.0
咳嗽,腹满,11.0
咳嗽,丹毒,3.0
咳嗽,大便秘结,16.0
咳嗽,肥胖,1.0
咳嗽,舌苔白,6.0
咳嗽,漏下,4.0
咳嗽,目昏,53.0
咳嗽,噎膈,3.0
咳嗽,鼻肿,1.0
咳嗽,嗜睡,1.0
咳嗽,吞酸,11.0
咳嗽,瘫痪,1.0
咳嗽,发狂,1.0
咳嗽,浮肿,64.0
咳嗽,胁痛,15.0
咳嗽,四肢抽搐,2.0
咳嗽,妇人腹痛,1.0
咳嗽,足颤,3.0
咳嗽,呵欠,2.0
咳嗽,急惊,14.0
咳嗽,转筋,1.0
咳嗽,小儿发热,7.0
咳嗽,心悸,9.0
咳嗽,咽干,80.0
咳嗽,喉痒,13.0
咳嗽,胃痛,1.0
咳嗽,瘰疬,16.0
咳嗽,足热,1.0
咳嗽,赤白带,26.0
咳嗽,心烦,49.0
咳嗽,消瘦,17.0
咳嗽,口甜,1.0
咳嗽,肠鸣,9.0
咳嗽,头摇,1.0
咳嗽,脱肛,2.0
咳嗽,五心烦热,16.0
咳嗽,壮热,100.0
咳嗽,短气,69.0
咳嗽,鼻痒,1.0
咳嗽,咳血,9.0
咳嗽,痫,30.0
咳嗽,项强,19.0
咳嗽,舌干,32.0
咳嗽,黄汗,1.0
咳嗽,恶心,65.0
咳嗽,头胀,1.0
咳嗽,恶寒,83.0
咳嗽,妊娠咳嗽,16.0
咳嗽,少气,10.0
咳嗽,崩中,6.0
咳嗽,小儿口疮,1.0
咳嗽,嘈杂,1.0
咳嗽,头热,1.0
咳嗽,小便不通,9.0
咳嗽,吐血,103.0
咳嗽,肩痛,2.0
