Source,Target,Weight
磁石,川贝母,1.0
磁石,附子,54.0
磁石,党参,1.0
磁石,牛蒡,1.0
磁石,海桐皮,1.0
磁石,藜,15.0
磁石,防己,3.0
磁石,木通,11.0
磁石,苍术,1.0
磁石,金礞石,1.0
磁石,甘遂,1.0
磁石,紫石英,4.0
磁石,蜗牛,1.0
磁石,龙骨,17.0
磁石,沉香,25.0
磁石,禹余粮,2.0
磁石,钩藤,5.0
磁石,地龙,1.0
磁石,薄荷,4.0
磁石,黄精,1.0
磁石,桑白皮,1.0
磁石,通草,3.0
磁石,五加,5.0
磁石,牵牛,2.0
磁石,麝香,14.0
磁石,冰片,9.0
磁石,青葙子,2.0
磁石,白薇,1.0
磁石,决明子,1.0
磁石,蒲公英,1.0
磁石,厚朴,4.0
磁石,桃仁,10.0
磁石,干漆,1.0
磁石,朱砂,17.0
磁石,半夏,9.0
磁石,吴茱萸,1.0
磁石,蔓荆子,2.0
磁石,羌活,10.0
磁石,青礞石,1.0
磁石,葛根,4.0
磁石,生地黄,5.0
磁石,覆盆子,10.0
磁石,仙茅,2.0
磁石,橘红,2.0
磁石,杏,9.0
磁石,青葙,2.0
磁石,犀角,6.0
磁石,柴胡,6.0
磁石,首乌藤,3.0
磁石,海藻,1.0
磁石,麻黄,1.0
磁石,木香,23.0
磁石,麦门冬,14.0
磁石,泽泻,18.0
磁石,桂枝,2.0
磁石,枳壳,8.0
磁石,车前,7.0
磁石,独活,5.0
磁石,浮小麦,1.0
磁石,牛黄,9.0
磁石,薏苡仁,2.0
磁石,胡黄连,1.0
磁石,茺蔚子,1.0
磁石,麦冬,3.0
磁石,香附,1.0
磁石,贯众,1.0
磁石,五味子,50.0
磁石,石膏,11.0
磁石,大豆,2.0
磁石,牡丹,9.0
磁石,诃子,1.0
藕节,青木香,1.0
藕节,荆芥,1.0
藕节,竹叶,2.0
藕节,淡竹叶,2.0
藕节,赭石,1.0
藕节,前胡,3.0
藕节,红花,5.0
藕节,蒲黄,10.0
藕节,桃,1.0
藕节,桑,2.0
藕节,川芎,5.0
藕节,地榆,3.0
藕节,熊胆,1.0
藕节,牡蛎,2.0
藕节,知母,4.0
藕节,大蓟,1.0
藕节,生姜,2.0
藕节,紫苏叶,2.0
藕节,玉竹,1.0
藕节,延胡索,2.0
藕节,梨,3.0
藕节,玄参,4.0
藕节,竹沥,1.0
藕节,麦芽,1.0
藕节,防风,1.0
藕节,莪术,1.0
藕节,枇杷,2.0
藕节,白茅根,6.0
藕节,玫瑰花,1.0
藕节,三七,3.0
藕节,艾叶,1.0
藕节,紫苏子,1.0
藕节,水蛭,2.0
藕节,淡竹,3.0
藕节,蟾酥,1.0
藕节,甘草,11.0
藕节,白芥子,1.0
藕节,神曲,1.0
藕节,杏仁,6.0
藕节,陈皮,5.0
藕节,旋覆花,1.0
藕节,黄连,3.0
藕节,乳香,1.0
藕节,青皮,2.0
藕节,韭菜,1.0
藕节,豆蔻,1.0
藕节,荜澄茄,1.0
藕节,赤芍,8.0
藕节,珍珠,1.0
藕节,牛胆,1.0
藕节,青黛,1.0
藕节,女贞,1.0
藕节,积雪草,1.0
藕节,百部,1.0
藕节,百草霜,1.0
藕节,芦根,1.0
藕节,沙参,1.0
藕节,枳实,1.0
藕节,刀豆,1.0
藕节,当归,13.0
藕节,大黄,1.0
藕节,阿胶,4.0
藕节,芍药,4.0
藕节,南沙参,1.0
藕节,牛膝,3.0
藕节,木瓜,1.0
藕节,小蓟,6.0
藕节,天门冬,2.0
藕节,桔梗,2.0
藕节,萝卜,3.0
藕节,槐花,2.0
藕节,山楂,2.0
藕节,山茶花,1.0
藕节,莲须,1.0
藕节,法半夏,1.0
藕节,瓜蒌,1.0
藕节,苦杏仁,1.0
藕节,滑石,4.0
藕节,栀子,6.0
藕节,远志,1.0
藕节,代赭石,1.0
藕节,白前,1.0
藕节,夏枯草,1.0
藕节,槟榔,1.0
藕节,水牛角,1.0
藕节,丁香,2.0
藕节,茜草,3.0
藕节,白芍,14.0
藕节,白芥,1.0
藕节,款冬花,4.0
藕节,紫菀,1.0
藕节,三棱,1.0
藕节,牡丹皮,1.0
藕节,石斛,3.0
藕节,泽兰,1.0
藕节,金银花,1.0
藕节,人参,4.0
藕节,僵蚕,1.0
藕节,续断,1.0
藕节,黄芩,13.0
藕节,红木香,1.0
藕节,丹参,2.0
藕节,益母草,1.0
藕节,枇杷叶,2.0
藕节,浙贝母,1.0
藕节,仙鹤草,3.0
藕节,银柴胡,1.0
藕节,白及,2.0
藕节,降香,1.0
藕节,芡实,1.0
藕节,山药,6.0
藕节,白豆蔻,1.0
藕节,百合,2.0
藕节,羚羊角,4.0
藕节,芥子,1.0
藕节,甘松,1.0
藕节,芦荟,1.0
藕节,地骨皮,3.0
藕节,茯苓,3.0
藕节,川贝母,1.0
藕节,附子,1.0
藕节,天冬,2.0
藕节,苎麻,1.0
藕节,桑叶,2.0
藕节,莲子,1.0
藕节,木耳,1.0
藕节,苍术,1.0
藕节,棕榈炭,5.0
藕节,雷丸,1.0
藕节,炙甘草,1.0
藕节,薄荷,1.0
藕节,通草,2.0
藕节,牵牛,1.0
藕节,麝香,2.0
藕节,冰片,1.0
藕节,乌药,1.0
藕节,血余炭,1.0
藕节,厚朴,1.0
藕节,桃仁,1.0
藕节,侧柏叶,5.0
藕节,砂仁,2.0
藕节,朱砂,1.0
藕节,半夏,1.0
藕节,生地黄,8.0
藕节,虻虫,2.0
藕节,橘红,2.0
藕节,杏,6.0
藕节,荷叶,7.0
藕节,犀角,1.0
藕节,柴胡,2.0
藕节,竹茹,2.0
藕节,麻黄,2.0
藕节,木香,3.0
藕节,麦门冬,2.0
藕节,泽泻,1.0
藕节,花蕊石,2.0
藕节,枳壳,5.0
藕节,牛黄,1.0
藕节,麦冬,3.0
藕节,香附,4.0
藕节,贯众,1.0
藕节,石膏,2.0
藕节,牡丹,1.0
柴胡,青木香,11.0
柴胡,荆芥,186.0
柴胡,竹叶,33.0
柴胡,淡竹叶,19.0
柴胡,芒硝,1.0
柴胡,石决明,5.0
柴胡,鹿角霜,3.0
柴胡,海螵蛸,3.0
柴胡,赭石,2.0
柴胡,菊花,49.0
柴胡,葱白,16.0
柴胡,前胡,187.0
柴胡,红花,92.0
柴胡,蒲黄,29.0
柴胡,冬葵,1.0
柴胡,桃,115.0
柴胡,太子参,1.0
柴胡,桑,171.0
柴胡,苏合香,1.0
柴胡,川芎,402.0
柴胡,地榆,9.0
柴胡,白术,465.0
柴胡,大蒜,1.0
柴胡,小茴香,12.0
柴胡,姜黄,21.0
柴胡,天葵,3.0
柴胡,骨碎补,1.0
柴胡,高良姜,11.0
柴胡,蒺藜,23.0
柴胡,熊胆,1.0
柴胡,桑寄生,8.0
柴胡,核桃仁,1.0
柴胡,牡蛎,51.0
柴胡,知母,326.0
柴胡,蜈蚣,2.0
柴胡,鸡内金,6.0
柴胡,雄黄,17.0
柴胡,茵陈蒿,15.0
柴胡,五加皮,12.0
柴胡,生姜,130.0
柴胡,紫苏叶,13.0
柴胡,合欢皮,3.0
柴胡,玉竹,1.0
柴胡,花生,1.0
柴胡,延胡索,28.0
柴胡,梨,2.0
柴胡,玄参,100.0
柴胡,昆布,10.0
柴胡,白果,2.0
柴胡,冬瓜,2.0
柴胡,竹沥,4.0
柴胡,麦芽,41.0
柴胡,防风,399.0
柴胡,棉花子,1.0
柴胡,莪术,28.0
柴胡,肉桂,70.0
柴胡,瓦楞子,1.0
柴胡,枇杷,16.0
柴胡,桑椹子,2.0
柴胡,白茅根,5.0
柴胡,玫瑰花,1.0
柴胡,橘核,4.0
柴胡,寒水石,13.0
柴胡,枸杞子,11.0
柴胡,蝉蜕,30.0
柴胡,败酱,4.0
柴胡,益智,17.0
柴胡,白附子,12.0
柴胡,菟丝子,7.0
柴胡,三七,7.0
柴胡,狗脊,2.0
柴胡,白鲜皮,16.0
柴胡,郁金,49.0
柴胡,艾叶,11.0
柴胡,紫苏子,6.0
柴胡,白矾,6.0
柴胡,水蛭,9.0
柴胡,淡竹,20.0
柴胡,月季花,1.0
柴胡,蛇蜕,13.0
柴胡,甘草,1562.0
柴胡,白芥子,32.0
柴胡,神曲,88.0
柴胡,川楝子,17.0
柴胡,重楼,4.0
柴胡,杏仁,177.0
柴胡,龟甲,2.0
柴胡,桑枝,1.0
柴胡,耳草,2.0
柴胡,皂角刺,5.0
柴胡,丝瓜络,2.0
柴胡,陈皮,347.0
柴胡,平贝母,1.0
柴胡,旋覆花,32.0
柴胡,白头翁,4.0
柴胡,秦皮,1.0
柴胡,山豆根,1.0
柴胡,黄连,286.0
柴胡,乳香,15.0
柴胡,青皮,163.0
柴胡,山柰,3.0
柴胡,黄柏,104.0
柴胡,细辛,124.0
柴胡,藁本,54.0
柴胡,韭菜,1.0
柴胡,干姜,102.0
柴胡,茵陈,58.0
柴胡,豆蔻,75.0
柴胡,泽漆,2.0
柴胡,荜澄茄,3.0
柴胡,土茯苓,3.0
柴胡,赤芍,355.0
柴胡,珍珠母,2.0
柴胡,珍珠,7.0
柴胡,石见穿,1.0
柴胡,牛胆,1.0
柴胡,天南星,7.0
柴胡,苎麻根,1.0
柴胡,青黛,16.0
柴胡,儿茶,1.0
柴胡,黄药子,1.0
柴胡,冬瓜子,1.0
柴胡,川木通,4.0
柴胡,韭菜子,1.0
柴胡,赤石脂,9.0
柴胡,五灵脂,5.0
柴胡,女贞,1.0
柴胡,铅丹,1.0
柴胡,肉豆蔻,27.0
柴胡,密蒙花,4.0
柴胡,白屈菜,1.0
柴胡,益智仁,14.0
柴胡,百部,11.0
柴胡,六月雪,2.0
柴胡,山茱萸,20.0
柴胡,百草霜,2.0
柴胡,芦根,18.0
柴胡,沙参,16.0
柴胡,枳实,90.0
柴胡,鹿衔草,1.0
柴胡,当归,714.0
柴胡,大麦,4.0
柴胡,丝瓜,2.0
柴胡,大黄,299.0
柴胡,葶苈子,1.0
柴胡,阿胶,42.0
柴胡,芍药,486.0
柴胡,车前草,2.0
柴胡,牛膝,70.0
柴胡,车前子,62.0
柴胡,巴戟天,9.0
柴胡,木瓜,23.0
柴胡,天麻,47.0
柴胡,小蓟,1.0
柴胡,血竭,2.0
柴胡,熟地黄,47.0
柴胡,天门冬,32.0
柴胡,桔梗,423.0
柴胡,萝卜,3.0
柴胡,龙眼,1.0
柴胡,虎杖,5.0
柴胡,谷精草,3.0
柴胡,没药,15.0
柴胡,射干,23.0
柴胡,北沙参,1.0
柴胡,全蝎,29.0
柴胡,八月札,2.0
柴胡,山楂,57.0
柴胡,马鞭草,2.0
柴胡,桑椹,2.0
柴胡,鳖甲,284.0
柴胡,龙齿,16.0
柴胡,莲须,1.0
柴胡,木贼,7.0
柴胡,杜仲,29.0
柴胡,石菖蒲,20.0
柴胡,鹿角,8.0
柴胡,海风藤,5.0
柴胡,瓜蒂,1.0
柴胡,大青叶,13.0
柴胡,板蓝根,14.0
柴胡,卷柏,1.0
柴胡,忍冬藤,9.0
柴胡,法半夏,7.0
柴胡,荜茇,1.0
柴胡,瓜蒌,24.0
柴胡,苦杏仁,9.0
柴胡,滑石,38.0
柴胡,大枣,37.0
柴胡,栀子,245.0
柴胡,千金子,1.0
柴胡,藿香,68.0
柴胡,远志,45.0
柴胡,蜂房,3.0
柴胡,紫草,10.0
柴胡,猫爪草,1.0
柴胡,刘寄奴,2.0
柴胡,刺五加,1.0
柴胡,白前,6.0
柴胡,葫芦,2.0
柴胡,夏枯草,19.0
柴胡,槟榔,151.0
柴胡,威灵仙,5.0
柴胡,连翘,151.0
柴胡,水牛角,11.0
柴胡,乌梅,40.0
柴胡,丁香,21.0
柴胡,硫黄,1.0
柴胡,九节菖蒲,1.0
柴胡,凌霄花,1.0
柴胡,茜草,12.0
柴胡,白芍,438.0
柴胡,天花粉,50.0
柴胡,女贞子,1.0
柴胡,白芥,33.0
柴胡,淡豆豉,4.0
柴胡,白芷,127.0
柴胡,牛蒡子,37.0
柴胡,款冬花,28.0
柴胡,青风藤,1.0
柴胡,八角茴香,1.0
柴胡,斑蝥,1.0
柴胡,紫菀,90.0
柴胡,三棱,46.0
柴胡,牡丹皮,62.0
柴胡,川乌,27.0
柴胡,石斛,15.0
柴胡,香橼,1.0
柴胡,柏子仁,8.0
柴胡,路路通,2.0
柴胡,马兜铃,8.0
柴胡,西红花,1.0
柴胡,泽兰,11.0
柴胡,芜荑,20.0
柴胡,黑芝麻,2.0
柴胡,牵牛子,3.0
柴胡,草乌,8.0
柴胡,琥珀,29.0
柴胡,金银花,37.0
柴胡,胡椒,2.0
柴胡,人参,753.0
柴胡,野菊花,3.0
柴胡,僵蚕,41.0
柴胡,天仙藤,6.0
柴胡,浮萍,1.0
柴胡,蛤蚧,4.0
柴胡,白花蛇舌草,2.0
柴胡,莲子心,4.0
柴胡,升麻,374.0
柴胡,龙胆,101.0
柴胡,乌头,24.0
柴胡,赤小豆,7.0
柴胡,桑螵蛸,4.0
柴胡,补骨脂,4.0
柴胡,续断,22.0
柴胡,黄芪,14.0
柴胡,黄芩,789.0
柴胡,穿山甲,7.0
柴胡,小麦,5.0
柴胡,金钱草,3.0
柴胡,轻粉,1.0
柴胡,乌梢蛇,1.0
柴胡,夜交藤,3.0
柴胡,鹿茸,4.0
柴胡,夜明砂,5.0
柴胡,花椒,2.0
柴胡,莱菔子,16.0
柴胡,橘叶,4.0
柴胡,鹤虱,3.0
柴胡,合欢花,2.0
柴胡,丹参,53.0
柴胡,白扁豆,6.0
柴胡,益母草,29.0
柴胡,天竺黄,17.0
柴胡,枇杷叶,16.0
柴胡,何首乌,7.0
柴胡,浙贝母,2.0
柴胡,仙鹤草,2.0
柴胡,王不留行,3.0
柴胡,黑大豆,2.0
柴胡,酸枣仁,20.0
柴胡,巴豆,17.0
柴胡,银柴胡,32.0
柴胡,阿魏,4.0
柴胡,白及,3.0
柴胡,猪苓,38.0
柴胡,紫花地丁,1.0
柴胡,辛夷,1.0
柴胡,苍耳子,1.0
柴胡,茴香,25.0
柴胡,降香,4.0
柴胡,胆南星,1.0
柴胡,蛇床子,1.0
柴胡,救必应,1.0
柴胡,牡荆,1.0
柴胡,芡实,9.0
柴胡,垂盆草,1.0
柴胡,金沸草,2.0
柴胡,山药,51.0
柴胡,皂荚,9.0
柴胡,安息香,6.0
柴胡,常山,34.0
柴胡,凤眼草,2.0
柴胡,白豆蔻,10.0
柴胡,椿皮,1.0
柴胡,鸭跖草,1.0
柴胡,百合,41.0
柴胡,薤白,4.0
柴胡,羚羊角,92.0
柴胡,西河柳,2.0
柴胡,片姜黄,11.0
柴胡,月季,1.0
柴胡,秦艽,172.0
柴胡,芥子,32.0
柴胡,草果,28.0
柴胡,冬葵子,1.0
柴胡,甘松,5.0
柴胡,芦荟,22.0
柴胡,地骨皮,213.0
柴胡,芫花,3.0
柴胡,谷芽,13.0
柴胡,漏芦,8.0
柴胡,肉苁蓉,11.0
柴胡,苦参,11.0
柴胡,茯苓,711.0
柴胡,川贝母,8.0
柴胡,附子,104.0
柴胡,党参,32.0
柴胡,化橘红,2.0
柴胡,天冬,12.0
柴胡,牛蒡,49.0
柴胡,海桐皮,4.0
柴胡,苎麻,1.0
柴胡,马勃,3.0
柴胡,桑叶,9.0
柴胡,蕤仁,1.0
柴胡,莲子,5.0
柴胡,大戟,1.0
柴胡,藜,23.0
柴胡,防己,27.0
柴胡,刺猬皮,1.0
柴胡,木通,151.0
柴胡,虎骨,3.0
柴胡,苍术,161.0
柴胡,蓼大青叶,2.0
柴胡,甘遂,3.0
柴胡,云芝,1.0
柴胡,苏木,8.0
柴胡,棕榈炭,1.0
柴胡,紫石英,5.0
柴胡,雷丸,5.0
柴胡,龙骨,12.0
柴胡,沉香,49.0
柴胡,炙甘草,78.0
柴胡,鹿角胶,5.0
柴胡,钩藤,54.0
柴胡,猪牙皂,6.0
柴胡,厚朴花,1.0
柴胡,白蔹,8.0
柴胡,罗勒,1.0
柴胡,佛手,8.0
柴胡,鱼腥草,2.0
柴胡,石韦,1.0
柴胡,地龙,12.0
柴胡,薄荷,159.0
柴胡,人参芦,1.0
柴胡,桑白皮,54.0
柴胡,马钱子,1.0
柴胡,通草,2.0
柴胡,五加,13.0
柴胡,牵牛,6.0
柴胡,黄瓜,1.0
柴胡,麝香,46.0
柴胡,凤尾草,1.0
柴胡,紫河车,3.0
柴胡,冰片,17.0
柴胡,蛤壳,3.0
柴胡,青葙子,7.0
柴胡,桂皮,1.0
柴胡,白薇,6.0
柴胡,乌药,48.0
柴胡,郁李,24.0
柴胡,血余炭,1.0
柴胡,岗梅,2.0
柴胡,地枫皮,1.0
柴胡,瞿麦,11.0
柴胡,决明子,9.0
柴胡,蒲公英,11.0
柴胡,厚朴,186.0
柴胡,桃仁,100.0
柴胡,山慈菇,3.0
柴胡,侧柏叶,1.0
柴胡,干漆,10.0
柴胡,玳瑁,1.0
柴胡,大腹皮,29.0
柴胡,炮姜,6.0
柴胡,绿萼梅,1.0
柴胡,土鳖虫,1.0
柴胡,柿霜,1.0
柴胡,砂仁,57.0
柴胡,朱砂,32.0
柴胡,硼砂,1.0
柴胡,半夏,436.0
柴胡,檀香,10.0
柴胡,苍耳,3.0
柴胡,吴茱萸,54.0
柴胡,人中白,1.0
柴胡,蔓荆子,46.0
柴胡,羌活,346.0
柴胡,青礞石,2.0
柴胡,拳参,2.0
柴胡,香薷,22.0
柴胡,葛根,164.0
柴胡,生地黄,110.0
柴胡,水红花子,2.0
柴胡,草豆蔻,23.0
柴胡,虻虫,5.0
柴胡,人中黄,1.0
柴胡,覆盆子,2.0
柴胡,五倍子,2.0
柴胡,橘红,24.0
柴胡,广藿香,14.0
柴胡,杏,177.0
柴胡,荷叶,15.0
柴胡,青葙,7.0
柴胡,犀角,119.0
柴胡,磁石,6.0
柴胡,藕节,2.0
柴胡,使君子,21.0
柴胡,首乌藤,1.0
柴胡,海藻,4.0
柴胡,竹茹,32.0
柴胡,麻黄,192.0
柴胡,木香,251.0
柴胡,麦门冬,256.0
柴胡,茶叶,6.0
柴胡,泽泻,105.0
柴胡,桂枝,51.0
柴胡,麻黄根,2.0
柴胡,郁李仁,24.0
柴胡,柽柳,1.0
柴胡,关木通,1.0
柴胡,枳壳,435.0
柴胡,车前,75.0
柴胡,鬼箭羽,6.0
柴胡,青蒿,62.0
柴胡,透骨草,2.0
柴胡,独活,156.0
柴胡,苦地丁,1.0
柴胡,浮小麦,2.0
柴胡,石楠,1.0
柴胡,牛黄,35.0
柴胡,西洋参,1.0
柴胡,薏苡仁,5.0
柴胡,胡黄连,54.0
柴胡,茺蔚子,6.0
柴胡,麦冬,101.0
柴胡,马钱,1.0
柴胡,香附,180.0
柴胡,贯众,3.0
柴胡,五味子,92.0
柴胡,胆矾,2.0
柴胡,稻芽,1.0
柴胡,石膏,236.0
柴胡,大豆,6.0
柴胡,木鳖子,1.0
柴胡,紫苏梗,1.0
柴胡,羊蹄,1.0
柴胡,牡丹,75.0
柴胡,诃子,11.0
使君子,徐长卿,2.0
使君子,荆芥,5.0
使君子,芒硝,3.0
使君子,石决明,1.0
使君子,石榴,3.0
使君子,海螵蛸,3.0
使君子,赭石,3.0
使君子,葱白,1.0
使君子,前胡,3.0
使君子,红花,3.0
使君子,蒲黄,2.0
使君子,桃,1.0
使君子,蜂蜡,1.0
使君子,桑,3.0
使君子,川芎,9.0
使君子,白术,39.0
使君子,小茴香,2.0
使君子,姜黄,4.0
使君子,高良姜,1.0
使君子,熊胆,13.0
使君子,牡蛎,2.0
使君子,知母,5.0
使君子,鸡内金,16.0
使君子,雄黄,12.0
使君子,生姜,2.0
使君子,玉竹,2.0
使君子,延胡索,1.0
使君子,冬瓜,1.0
使君子,麦芽,44.0
使君子,防风,5.0
使君子,莪术,30.0
使君子,肉桂,2.0
使君子,枸杞子,1.0
使君子,葫芦茶,1.0
使君子,蝉蜕,3.0
使君子,益智,3.0
使君子,白附子,8.0
使君子,三七,1.0
使君子,郁金,3.0
使君子,白矾,1.0
使君子,蟾酥,3.0
使君子,蛇蜕,2.0
使君子,甘草,50.0
使君子,神曲,46.0
使君子,川楝子,9.0
使君子,杏仁,8.0
使君子,耳草,1.0
使君子,陈皮,55.0
使君子,旋覆花,1.0
使君子,黄连,98.0
使君子,乳香,3.0
使君子,青皮,46.0
使君子,炉甘石,2.0
使君子,黄柏,5.0
使君子,细辛,3.0
使君子,干姜,7.0
使君子,茵陈,1.0
使君子,豆蔻,27.0
使君子,荜澄茄,1.0
使君子,榧,4.0
使君子,赤芍,3.0
使君子,明党参,1.0
使君子,牛胆,3.0
使君子,天南星,6.0
使君子,松香,1.0
使君子,母丁香,1.0
使君子,青黛,32.0
使君子,儿茶,1.0
使君子,冬瓜子,1.0
使君子,川木通,1.0
使君子,赤石脂,2.0
使君子,五灵脂,6.0
使君子,女贞,1.0
使君子,肉豆蔻,20.0
使君子,益智仁,2.0
使君子,百部,6.0
使君子,山茱萸,2.0
使君子,沙参,1.0
使君子,枳实,14.0
使君子,当归,8.0
使君子,大麦,2.0
使君子,大黄,30.0
使君子,芍药,5.0
使君子,牛膝,1.0
使君子,车前子,4.0
使君子,木瓜,3.0
使君子,天麻,8.0
使君子,熟地黄,2.0
使君子,桔梗,4.0
使君子,萝卜,3.0
使君子,谷精草,1.0
使君子,金樱子,5.0
使君子,没药,1.0
使君子,全蝎,4.0
使君子,山楂,41.0
使君子,桑椹,1.0
使君子,鳖甲,9.0
使君子,龙齿,1.0
使君子,杜仲,1.0
使君子,石菖蒲,2.0
使君子,法半夏,1.0
使君子,瓜蒌,1.0
使君子,苦杏仁,3.0
使君子,滑石,1.0
使君子,大枣,1.0
使君子,栀子,3.0
使君子,石榴皮,3.0
使君子,藿香,7.0
使君子,远志,1.0
使君子,代赭石,3.0
使君子,紫草,1.0
使君子,刺五加,1.0
使君子,葫芦,1.0
使君子,槟榔,81.0
使君子,威灵仙,1.0
使君子,连翘,1.0
使君子,苦楝皮,9.0
使君子,乌梅,8.0
使君子,丁香,14.0
使君子,硫黄,5.0
使君子,白芍,10.0
使君子,天花粉,3.0
使君子,女贞子,1.0
使君子,白芷,2.0
使君子,斑蝥,1.0
使君子,三棱,35.0
使君子,牡丹皮,2.0
使君子,香橼,1.0
使君子,泽兰,2.0
使君子,芜荑,47.0
使君子,牵牛子,7.0
使君子,琥珀,5.0
使君子,金银花,1.0
使君子,胡椒,1.0
使君子,人参,35.0
使君子,僵蚕,7.0
使君子,莲子心,1.0
使君子,升麻,2.0
使君子,龙胆,14.0
使君子,乌头,2.0
使君子,赤小豆,1.0
使君子,补骨脂,2.0
使君子,黄芩,10.0
使君子,金钱草,1.0
使君子,轻粉,11.0
使君子,夜明砂,10.0
使君子,花椒,4.0
使君子,莱菔子,6.0
使君子,鹤虱,18.0
使君子,朱砂七,1.0
使君子,白扁豆,4.0
使君子,益母草,2.0
使君子,天竺黄,8.0
使君子,浙贝母,2.0
使君子,酸枣仁,1.0
使君子,巴豆,23.0
使君子,银柴胡,2.0
使君子,阿魏,6.0
使君子,猪苓,3.0
使君子,茴香,5.0
使君子,胆南星,2.0
使君子,芡实,11.0
使君子,山药,12.0
使君子,猪胆汁,1.0
使君子,安息香,1.0
使君子,白豆蔻,5.0
使君子,百合,2.0
使君子,秦艽,6.0
使君子,芥子,1.0
使君子,草果,7.0
使君子,芦荟,60.0
使君子,地骨皮,4.0
使君子,芫花,3.0
使君子,谷芽,3.0
使君子,苦参,1.0
使君子,罂粟,2.0
使君子,茯苓,50.0
使君子,川贝母,2.0
使君子,附子,12.0
使君子,党参,5.0
使君子,莲子,6.0
使君子,大戟,1.0
使君子,巴豆霜,5.0
使君子,木通,4.0
使君子,虎骨,1.0
使君子,苍术,16.0
使君子,甘遂,2.0
使君子,雷丸,35.0
使君子,蜗牛,1.0
使君子,龙骨,1.0
使君子,沉香,11.0
使君子,禹余粮,1.0
使君子,炙甘草,2.0
使君子,钩藤,6.0
使君子,佛手,1.0
使君子,地龙,2.0
使君子,薄荷,10.0
使君子,榧子,3.0
使君子,五加,1.0
使君子,牵牛,21.0
使君子,麝香,40.0
使君子,冰片,5.0
使君子,白薇,1.0
使君子,乌药,4.0
使君子,郁李,1.0
使君子,厚朴,20.0
使君子,干漆,11.0
使君子,大腹皮,1.0
使君子,炮姜,2.0
使君子,砂仁,28.0
使君子,荸荠,2.0
使君子,朱砂,23.0
使君子,硼砂,2.0
使君子,半夏,17.0
使君子,苍耳,1.0
使君子,吴茱萸,1.0
使君子,罂粟壳,2.0
使君子,羌活,6.0
使君子,青礞石,2.0
使君子,香薷,5.0
使君子,葛根,4.0
使君子,水红花子,2.0
使君子,草豆蔻,1.0
使君子,橘红,9.0
使君子,广藿香,2.0
使君子,杏,8.0
使君子,荷叶,2.0
使君子,犀角,1.0
使君子,柴胡,21.0
使君子,竹茹,1.0
使君子,麻黄,3.0
使君子,木香,64.0
使君子,麦门冬,3.0
使君子,茶叶,1.0
使君子,泽泻,11.0
使君子,桂枝,3.0
使君子,郁李仁,1.0
使君子,枳壳,18.0
使君子,车前,4.0
使君子,青蒿,5.0
使君子,独活,2.0
使君子,牛黄,11.0
使君子,薏苡仁,2.0
使君子,胡黄连,66.0
使君子,麦冬,1.0
使君子,香附,12.0
使君子,贯众,4.0
使君子,稻芽,2.0
使君子,石膏,3.0
使君子,牡丹,2.0
使君子,诃子,7.0
首乌藤,滑石粉,1.0
首乌藤,菊花,3.0
首乌藤,桃,2.0
首乌藤,太子参,1.0
首乌藤,桑,4.0
首乌藤,川芎,7.0
首乌藤,白术,4.0
首乌藤,核桃仁,2.0
首乌藤,牡蛎,4.0
首乌藤,知母,3.0
首乌藤,合欢皮,4.0
首乌藤,玉竹,1.0
首乌藤,玄参,3.0
首乌藤,灵芝,2.0
首乌藤,肉桂,3.0
首乌藤,菟丝子,2.0
首乌藤,制何首乌,1.0
首乌藤,白鲜皮,1.0
首乌藤,郁金,1.0
首乌藤,甘草,9.0
首乌藤,红参,1.0
首乌藤,陈皮,1.0
首乌藤,黄柏,2.0
首乌藤,土茯苓,2.0
首乌藤,珍珠母,4.0
首乌藤,珍珠,4.0
首乌藤,赤石脂,1.0
首乌藤,女贞,3.0
首乌藤,九香虫,1.0
首乌藤,当归,12.0
首乌藤,牛膝,2.0
首乌藤,车前子,4.0
首乌藤,木瓜,1.0
首乌藤,天麻,1.0
首乌藤,熟地黄,7.0
首乌藤,桔梗,2.0
首乌藤,龙眼,1.0
首乌藤,金樱子,2.0
首乌藤,桑椹,4.0
首乌藤,龙齿,1.0
首乌藤,杜仲,2.0
首乌藤,石菖蒲,1.0
首乌藤,滑石,1.0
首乌藤,大枣,2.0
首乌藤,栀子,1.0
首乌藤,远志,7.0
首乌藤,九节菖蒲,1.0
首乌藤,白芍,4.0
首乌藤,女贞子,3.0
首乌藤,墨旱莲,3.0
首乌藤,白芷,3.0
首乌藤,牡丹皮,1.0
首乌藤,柏子仁,3.0
首乌藤,琥珀,1.0
首乌藤,龙眼肉,1.0
首乌藤,人参,3.0
首乌藤,补骨脂,2.0
首乌藤,续断,4.0
首乌藤,黄芪,1.0
首乌藤,黄芩,1.0
首乌藤,小麦,2.0
首乌藤,鹿茸,3.0
首乌藤,合欢花,2.0
首乌藤,丹参,6.0
首乌藤,何首乌,1.0
首乌藤,仙鹤草,3.0
首乌藤,酸枣仁,2.0
首乌藤,猪苓,1.0
首乌藤,山药,2.0
首乌藤,地骨皮,1.0
首乌藤,谷芽,1.0
首乌藤,肉苁蓉,1.0
首乌藤,茯苓,7.0
首乌藤,党参,2.0
首乌藤,冬虫夏草,1.0
首乌藤,鸡血藤,3.0
首乌藤,龙骨,2.0
首乌藤,钩藤,1.0
首乌藤,薄荷,1.0
首乌藤,黄精,3.0
首乌藤,桃仁,2.0
